Tempo,Vento,Atleta,Età,Società,Posizione,Luogo,Data
1:45.99,,TECUCEANU Catalin,99,SILCA ULTRALITE VITTORIO V.TO,1 se- 2,Ancona,19/02/2023
1:46.82,,BARONTINI Simone,99,G.S. FIAMME AZZURRE,2 se- 2,Ancona,19/02/2023
1:47.13,,BARONTINI Simone,99,G.S. FIAMME AZZURRE,4 sf- 2,Istanbul,04/03/2023
1:47.22,,TECUCEANU Catalin,99,SILCA ULTRALITE VITTORIO V.TO,3 se- 1,Metz,11/02/2023
1:47.24,,TECUCEANU Catalin,99,G.S. FIAMME ORO PADOVA,1 ba- 1,Istanbul,02/03/2023
1:47.39,,RIVA Federico,00,G.A. FIAMME GIALLE,3 se- 2,Ancona,19/02/2023
1:47.42,,BARONTINI Simone,99,G.S. FIAMME AZZURRE,5 su- 1,Torun,08/02/2023
1:47.43,,TECUCEANU Catalin,99,SILCA ULTRALITE VITTORIO V.TO,2 su- 1,Ostrava,03/02/2022
1:47.44,,SCAPINI Mario,89,CUS PRO PATRIA MILANO,3 se- 1,Siviglia,11/02/2011
1:47.48,,TECUCEANU Catalin,99,SILCA ULTRALITE VITTORIO V.TO,2 se- 2,Lievin,17/02/2022
1:47.51,,SCAPINI Mario,89,CUS PRO PATRIA MILANO,1 su- 1,Ancona,19/02/2010
1:47.51,,BARONTINI Simone,99,G.S. FIAMME AZZURRE,1 se- 2,Ancona,21/02/2021
1:47.53,,TECUCEANU Catalin,99,G.S. FIAMME ORO PADOVA,3 sf- 1,Istanbul,04/03/2023
1:47.58,,RIVA Federico,00,G.A. FIAMME GIALLE,1 se- 1,Ancona,21/01/2023
1:47.60,,BENEDETTI Giordano,89,G.A. FIAMME GIALLE,2 se- 1,Vienna,29/01/2013
1:47.66,,CONTI Francesco,95,ATL. IMOLA SACMI AVIS,1 se- 1,Ancona,29/01/2022
1:47.73,,BARONTINI Simone,99,G.S. FIAMME AZZURRE,4 su- 1,Ostrava,05/02/2020
1:47.74,,RIFESSER Lukas,86,C.S. ESERCITO,1 se- 1,Vienna,03/02/2009
1:47.84,,BARONTINI Simone,99,G.S. FIAMME AZZURRE,2 se- 1,Ancona,29/01/2022
1:47.85,,BARONTINI Simone,99,G.S. FIAMME AZZURRE,1 se- 1,Ancona,24/01/2021
1:47.94,,RIFESSER Lukas,86,C.S. ESERCITO,4 su- 1,Birmingham,20/02/2010
1:47.94,,BARONTINI Simone,99,G.S. FIAMME AZZURRE,2 ba- 5,Istanbul,02/03/2023
1:47.99,,RIFESSER Lukas,86,C.S. ESERCITO,4 se- 1,Karlsruhe,15/02/2009
1:48.01,,BENEDETTI Giordano,89,G.A. FIAMME GIALLE,3 se- 1,Karlsruhe,02/02/2013
1:48.06,,TECUCEANU Catalin,99,SILCA ULTRALITE VITTORIO V.TO,4 se- 1,Metz,06/02/2021
1:48.08,,TECUCEANU Catalin,99,SILCA ULTRALITE VITTORIO V.TO,1 se- 2,Ancona,27/02/2022
1:48.09,,BARONTINI Simone,99,G.S. FIAMME AZZURRE,1 se- 2,Manchester,28/01/2023
1:48.11,,BENEDETTI Giordano,89,G.A. FIAMME GIALLE,1 se- 4,Ancona,17/02/2013
1:48.21,,RIFESSER Lukas,86,C.S. ESERCITO,1 se- 1,Vienna,29/01/2008
1:48.23,,CONTI Francesco,95,ATL. IMOLA SACMI AVIS,1 se- 2,Metz,12/02/2022
1:48.27,,BARONTINI Simone,99,G.S. FIAMME AZZURRE,5 se- 1,Metz,11/02/2023
1:48.28,,LAHBI Jacopo,93,ATLETICA MOGLIANO,3 se- 1,Nashville,24/01/2015
