Tempo,Vento,Atleta,Età,Società,Posizione,Luogo,Data
1162,,LOMBARDI Chiara,04,A.S.D. ATL. FOSSANO '75,41 su- 1,Padova,12/01/2020
1244,,SPINELLI Francesca,07,A.S.D. ATL. AGROPOLI,6 se- 1,Napoli,18/02/2023
1251,,RATTALINO Camilla,04,A.S.D. ATL. FOSSANO '75,40 su- 1,Padova,12/01/2020
1295,,MARABOTTO Marcella,06,A.S.D. ATL. FOSSANO '75,45 su- 1,Padova,12/02/2022
1308,,VINCO Anna,06,FONDAZIONE M. BENTEGODI,44 su- 1,Padova,12/02/2022
1386,,MARZULLO Maria vittoria,06,A.S.D. ATL. AGROPOLI,5 se- 1,Napoli,18/02/2023
1580,,OTTENGA Alessia,06,ATLETICA CASTELL'ALFERO T.F.R.,43 su- 1,Padova,12/02/2022
1607,,CAPELLO Elena,06,ATLETICA CASTELL'ALFERO T.F.R.,21 su- 1,Padova,11/02/2023
1611,,OTTENGA Arianna,06,ATLETICA CASTELL'ALFERO T.F.R.,20 su- 1,Padova,11/02/2023
1662,,PICCOLO Ilaria,07,IDEATLETICA AURORA,4 se- 1,Napoli,18/02/2023
1731,,OTTENGA Arianna,06,ATLETICA CASTELL'ALFERO T.F.R.,42 su- 1,Padova,12/02/2022
1741,,FILPI Silvia,07,A.S.D. ATL. AGROPOLI,3 se- 1,Napoli,18/02/2023
1784,,FLEGO Sofia,06,A.S.D. ATL. FOSSANO '75,41 su- 1,Padova,12/02/2022
1812,,DE BON Aurora,04,GS LA PIAVE 2000,39 su- 1,Padova,12/01/2020
1814,,SIGNORETTO Giorgia,06,FONDAZIONE M. BENTEGODI,40 su- 1,Padova,12/02/2022
1854,,ZANELLA Maria luisa,05,GS LA PIAVE 2000,39 su- 1,Padova,12/02/2022
1860,,CARRARO Sofia,04,ATLETICA LIBERTAS S.A.N.P.,38 su- 1,Padova,12/01/2020
1882,,SORDE Elisa,06,FONDAZIONE M. BENTEGODI,38 su- 1,Padova,12/02/2022
1884,,VINCO Anna,06,FONDAZIONE M. BENTEGODI,19 su- 1,Padova,11/02/2023
1941,,CASON Francesca,03,ATL-ETICA SAN VENDEMIANO,37 su- 1,Padova,12/01/2020
1953,,HEMZA Oleksandra,03,G.S.SELF ATL. MONTANARI GRUZZA,36 su- 1,Padova,12/01/2020
1969,,BARLETTA Serena,06,A.S.D. ATL. FOSSANO '75,37 su- 1,Padova,12/02/2022
1970,,GIAGNONI Elisa,04,ASD ATLETICA  PRATO,35 su- 1,Padova,12/01/2020
2006,,SEOLI Rachele,07,ASD ATLETICA  PRATO,17 su- 1,Ancona,14/01/2023
2012,,OLIVIERI Alice,05,ATL. VERONA ASD PINDEMONTE,36 su- 1,Padova,12/02/2022
2015,,EBERHART Aurelia,07,C.U.S. VERONA SEZ. ATLETICA,18 su- 1,Padova,11/02/2023
2033,,D'AGOSTINO Federica,04,ATLETICA LIVORNO,34 su- 1,Padova,12/01/2020
2040,,MABELLINI Marta,05,ATL. VIRTUS CASTENEDOLO,16 se- 1,Padova,21/02/2021
2040,,PAVONI Stella,06,ATL. INSIEME VERONA,35 su- 1,Padova,12/02/2022
2041,,DE LUCA Ludovica,06,ATL-ETICA SAN VENDEMIANO,34 su- 1,Padova,12/02/2022
2044,,BELTRAME Giulia,06,ATL. VERONA ASD PINDEMONTE,33 su- 1,Padova,12/02/2022
2066,,BARATIN Milena,03,G.S. FIAMME ORO PADOVA,33 su- 1,Padova,12/01/2020
