Tempo,Vento,Atleta,Età,Società,Posizione,Luogo,Data
514,,MINCONE Lorena,99,GSD ATLETICA CHIETI,12 su- 1,Ancona,11/01/2015
1036,,CONTE Ginevra,99,ATL. LIBERTAS ARCS CUS PERUGIA,11 su- 1,Ancona,11/01/2015
1086,,CIVRAN Camilla,99,ATLETICA SILCA CONEGLIANO,43 su- 1,Padova,10/01/2016
1212,,ANNIBALI Sara,00,ATL. AVIS MACERATA,5 su- 1,Ancona,10/01/2016
1362,,MADI Mariam,00,A.S.D. ATL. FOSSANO '75,42 su- 1,Padova,10/01/2016
1430,,BASEI Giada,01,ATLETICA SILCA CONEGLIANO,40 su- 1,Padova,14/01/2017
1495,,MICHELON Emma,02,ATLETICA PONZANO,43 su- 1,Padova,12/01/2019
1513,,FILIPPETTO Giulia,01,A.S.D. TEAM TREVISO,36 su- 1,Padova,13/01/2018
1667,,MASCOLO Federica,99,TEAM ATLETICA MARCHE,10 su- 1,Ancona,11/01/2015
1680,,PALAZZI Marta,02,ATL. ARCS CUS PERUGIA,12 se- 1,Ancona,07/01/2018
1690,,GIUBELLINI Veronica,98,G.S.SELF ATL. MONTANARI GRUZZA,9 su- 1,Ancona,11/01/2015
1701,,ZURA PUNTARONI Maria virginia,99,ATL. AVIS MACERATA,8 su- 1,Ancona,11/01/2015
1705,,VANZ Chiara,00,GS LA PIAVE 2000,41 su- 1,Padova,10/01/2016
1720,,BOBBO Sara,01,ATLETICA RIVIERA DEL BRENTA,35 su- 1,Padova,13/01/2018
1742,,RAOSS Viola,99,LAGARINA CRUS TEAM,40 su- 1,Padova,10/01/2016
1763,,ANNIBALI Sara,00,ATL. AVIS MACERATA,8 se- 1,Ancona,08/01/2017
1774,,HEMZA Oleksandra,03,G.S.SELF ATL. MONTANARI GRUZZA,42 su- 1,Padova,12/01/2019
1784,,MICHELON Emma,02,ATLETICA PONZANO,34 su- 1,Padova,13/01/2018
1814,,SIMI DE BURGIS Patrizia vera,03,GA ARISTIDE COIN VENEZIA 1949,41 su- 1,Padova,12/01/2019
1836,,MAGNASCHI Elisa,03,ATL. PIACENZA,40 su- 1,Padova,12/01/2019
1838,,CANTERGIANI Lucia,02,G.S.SELF ATL. MONTANARI GRUZZA,39 su- 1,Padova,12/01/2019
1840,,LOMBARDI Sara,03,G.S.SELF ATL. MONTANARI GRUZZA,9 se- 1,Ancona,06/01/2019
1849,,BELLOMI Giulia,03,C.U.S. VERONA SEZ. ATLETICA,38 su- 1,Padova,12/01/2019
1868,,OLIVERO Chiara,01,A.S.D. ATL. FOSSANO '75,39 su- 1,Padova,14/01/2017
1876,,HIRN Giulia,98,POL. OLONIA,32 su- 1,Padova,10/01/2015
1877,,SANTILLI Martina,98,ATL. LIBERTAS ARCS CUS PERUGIA,7 su- 1,Ancona,11/01/2015
1886,,PICCOLI Valentina rosemary,02,C.U.S. VERONA SEZ. ATLETICA,33 su- 1,Padova,13/01/2018
1889,,DODA Maria giulia,02,ATLETICA STIORE TREVISO,32 su- 1,Padova,13/01/2018
1894,,BERTONCINI Sara,99,ATL. INSIEME NEW FOODS VR,39 su- 1,Padova,10/01/2016
1898,,THIAM Maguatte,03,ATLETICA PONZANO,37 su- 1,Padova,12/01/2019
1904,,PIZZICHINI Nicole,00,TEAM ATLETICA MARCHE,7 se- 1,Ancona,08/01/2017
1919,,REPETTO Marina nives,01,TEAM-A LOMBARDIA,38 su- 1,Padova,14/01/2017
1934,,PEREGO Aurora,99,ATL. LECCO-COLOMBO COSTRUZ.,31 su- 1,Padova,10/01/2015
1936,,SOGNI Federica,02,ATL. PIACENZA,31 su- 1,Padova,13/01/2018
1937,,RAHO Cecilia,00,ATLETICA MONZA,37 su- 1,Padova,14/01/2017
1945,,GIACOMINI Giada,99,ATLETICA SILCA CONEGLIANO,38 su- 1,Padova,10/01/2016
1952,,FALDANI Martina,99,ATLETICA VIS ABANO,30 su- 1,Padova,10/01/2015
1961,,VERONA Elena,02,ATL.VICENTINA,30 su- 1,Padova,13/01/2018
1974,,CORBOLI Annamaria,02,ATL.CAPANNE PRO LOCO ATHL.TEAM,8 se- 1,Ancona,06/01/2019
1982,,CAPPELLETTI Rebecca,00,UNIONE SPORTIVA ALBATESE ASD,37 su- 1,Padova,10/01/2016
1985,,BOTTO Matilde benedetta,01,A.S.D. ATL. FOSSANO '75,36 su- 1,Padova,14/01/2017
2002,,CANICCHI Agnese,03,A.S.ATHLON BASTIA,7 se- 1,Ancona,06/01/2019
2021,,BALSI Caterina,01,SPORTRACE,6 se- 1,Ancona,08/01/2017
2029,,BENCO Carlotta,02,C.U.S. TRIESTE,29 su- 1,Padova,13/01/2018
2031,,SUSINI Emma,00,ATLETICA LIVORNO,36 su- 1,Padova,10/01/2016
2041,,PICCOLI Valentina rosemary,02,C.U.S. VERONA SEZ. ATLETICA,36 su- 1,Padova,12/01/2019
2046,,LORENZATO Marta,00,ATLETICA RIVIERA DEL BRENTA,35 su- 1,Padova,10/01/2016
2065,,GENNARA Tatiana,03,G.S. TRILACUM,35 su- 1,Padova,12/01/2019
