Codice,Versione Sigma,Warning,Disciplina,Nome,Link
REG37550,Nuovo,,Disco Master,Disco Master UOMINI,https://www.fidal.it/risultati/2025/REG37550/Risultati/Gara132.html
REG37550,Nuovo,,Martello Master,Martello Master UOMINI,https://www.fidal.it/risultati/2025/REG37550/Risultati/Gara133.html
REG37550,Nuovo,,Giavellotto Master,Giavellotto Master UOMINI,https://www.fidal.it/risultati/2025/REG37550/Risultati/Gara136.html
REG37550,Nuovo,,Disco Master,Disco Master DONNE,https://www.fidal.it/risultati/2025/REG37550/Risultati/Gara234.html
REG37550,Nuovo,,Martello Master,Martello Master DONNE,https://www.fidal.it/risultati/2025/REG37550/Risultati/Gara235.html
REG37550,Nuovo,,Giavellotto Master,Giavellotto Master DONNE,https://www.fidal.it/risultati/2025/REG37550/Risultati/Gara236.html
REG37550,Nuovo,,boh,TROFEO LANCI LUNGHI INVERNALI MASTER UOMINI,https://www.fidal.it/risultati/2025/REG37550/Risultati/RisPM100.html
REG37550,Nuovo,,boh,TROFEO LANCI LUNGHI INVERNALI MASTER DONNE,https://www.fidal.it/risultati/2025/REG37550/Risultati/RisPM200.html
REG37849,Nuovo,,60m,60m DONNE,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara001.html
REG37849,Nuovo,,1000m,1000m DONNE,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara002.html
REG37849,Nuovo,,60m,60m UOMINI,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara101.html
REG37849,Nuovo,,1000m,1000m UOMINI,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara102.html
REG37849,Nuovo,,60m,60m CADETTE,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara201.html
REG37849,Nuovo,,500m,500m CADETTE,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara202.html
REG37849,Nuovo,,60m,60m CADETTI,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara301.html
REG37849,Nuovo,,500m,500m CADETTI,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara302.html
REG37849,Nuovo,,60m,60m RAGAZZE,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara401.html
REG37849,Nuovo,,500m,500m RAGAZZE,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara402.html
REG37849,Nuovo,,60m,60m RAGAZZI,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara501.html
REG37849,Nuovo,,500m,500m RAGAZZI,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara502.html
REG37849,Nuovo,,50m,50m ESO 10 DONNE,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara601.html
REG37849,Nuovo,,50m,50m ESO 8 DONNE,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara602.html
REG37849,Nuovo,,50m,50m ESO 5 DONNE,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara603.html
REG37849,Nuovo,,400m,400m ESO 10 DONNE,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara604.html
REG37849,Nuovo,,400m,400m ESO 8 DONNE,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara605.html
REG37849,Nuovo,,400m,400m ESO 5 DONNE,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara606.html
REG37849,Nuovo,,50m,50m ESO 10 UOMINI,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara701.html
REG37849,Nuovo,,50m,50m ESO 8 UOMINI,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara702.html
REG37849,Nuovo,,50m,50m ESO 5 UOMINI,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara703.html
REG37849,Nuovo,,400m,400m  ESO 10 UOMINI,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara704.html
REG37849,Nuovo,,400m,400m  ESO 8 UOMINI,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara705.html
REG37849,Nuovo,,400m,400m ESO 5 UOMINI,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara706.html
REG37849,Nuovo,,Salto in lungo,Salto in lungo RAGAZZE,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara403.html
REG37849,Nuovo,,Salto in lungo,Salto in lungo RAGAZZI,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara503.html
REG37849,Nuovo,,Peso 4.000Kg,Peso kg 4 DONNE,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara005.html
REG37849,Nuovo,,Peso 3.000Kg,Peso kg 3 ALLIEVE + SF50 - SF75,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara006.html
REG37849,Nuovo,,Giavellotto 800g,Giavellotto g 800 UOMINI,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara106.html
REG37849,Nuovo,'+' sus,Giavellotto 700g,Giavellotto g 700 ALLIEVI + SM 50-59,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara107.html
REG37849,Nuovo,,Giavellotto 600g,Giavellotto g 600 MASTER 60-69,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara108.html
REG37849,Nuovo,,Giavellotto 500g,Giavellotto g 500 MASTER 70-79,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara109.html
REG37849,Nuovo,,Peso 7.260Kg,Peso kg 7.260,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara110.html
REG37849,Nuovo,,Peso 5.000Kg,Peso kg 5 ALLIEVI,https://www.fidal.it/risultati/2025/REG37849/Risultati/Gara111.html
