Codice,Versione Sigma,Warning,Disciplina,Nome,Link
REG24881,Nuovo,,60m,60 piani CADETTI,https://www.fidal.it/risultati/2021/REG24881/Risultati/Gara001.html
REG24881,Nuovo,,600m,600 metri CADETTI,https://www.fidal.it/risultati/2021/REG24881/Risultati/Gara007.html
REG24881,Nuovo,,60 Hs h84,60 Hs H 84-8.50 CADETTI,https://www.fidal.it/risultati/2021/REG24881/Risultati/Gara020.html
REG24881,Nuovo,,60m,60 piani CADETTE,https://www.fidal.it/risultati/2021/REG24881/Risultati/Gara101.html
REG24881,Nuovo,,600m,600 metri CADETTE,https://www.fidal.it/risultati/2021/REG24881/Risultati/Gara107.html
REG24881,Nuovo,,60 Hs h76,60 Hs H 76-8.00 CADETTE,https://www.fidal.it/risultati/2021/REG24881/Risultati/Gara120.html
REG24881,Nuovo,,Marcia 3000m,Marcia 3000m CADETTE,https://www.fidal.it/risultati/2021/REG24881/Risultati/Gara143.html
REG24881,Nuovo,,Salto in alto,Salto in alto/HJ CADETTI,https://www.fidal.it/risultati/2021/REG24881/Risultati/Gara026.html
REG24881,Nuovo,,Salto in lungo,Salto in lungo/LJ CADETTI,https://www.fidal.it/risultati/2021/REG24881/Risultati/Gara028.html
REG24881,Nuovo,,Salto triplo,Salto triplo/TJ CADETTI,https://www.fidal.it/risultati/2021/REG24881/Risultati/Gara029.html
REG24881,Nuovo,,Salto in alto,Salto in alto/HJ CADETTE,https://www.fidal.it/risultati/2021/REG24881/Risultati/Gara126.html
REG24881,Nuovo,,Salto in lungo,Salto in lungo/LJ CADETTE,https://www.fidal.it/risultati/2021/REG24881/Risultati/Gara128.html
REG24881,Nuovo,,Salto triplo,Salto triplo/TJ CADETTE,https://www.fidal.it/risultati/2021/REG24881/Risultati/Gara129.html
REG24881,Nuovo,,Salto triplo,Triplo CM/CF,https://www.fidal.it/risultati/2021/REG24881/Risultati/Gara800.html
REG24881,Nuovo,,Peso 4.000Kg,Peso/SP Kg 4.000 CADETTI,https://www.fidal.it/risultati/2021/REG24881/Risultati/Gara031.html
REG24881,Nuovo,,Peso 3.000Kg,Peso/SP Kg 3.000 CADETTE,https://www.fidal.it/risultati/2021/REG24881/Risultati/Gara131.html
COD8611,Nuovo,,60m,60m W60+,https://www.fidal.it/risultati/2021/COD8611/Risultati/Gara101.html
COD8611,Nuovo,,200m,200m W60+,https://www.fidal.it/risultati/2021/COD8611/Risultati/Gara104.html
COD8611,Nuovo,,400m,400m W60+,https://www.fidal.it/risultati/2021/COD8611/Risultati/Gara106.html
COD8611,Nuovo,,800m,800m W60+,https://www.fidal.it/risultati/2021/COD8611/Risultati/Gara108.html
COD8611,Nuovo,,1500m,1500m W60+,https://www.fidal.it/risultati/2021/COD8611/Risultati/Gara111.html
COD8611,Nuovo,,3000m,3000m W60+,https://www.fidal.it/risultati/2021/COD8611/Risultati/Gara113.html
COD8611,Nuovo,,60m,60m M60+,https://www.fidal.it/risultati/2021/COD8611/Risultati/Gara201.html
COD8611,Nuovo,,200m,200m M60+,https://www.fidal.it/risultati/2021/COD8611/Risultati/Gara204.html
COD8611,Nuovo,,400m,400m M60+,https://www.fidal.it/risultati/2021/COD8611/Risultati/Gara206.html
COD8611,Nuovo,,800m,800m M60+,https://www.fidal.it/risultati/2021/COD8611/Risultati/Gara208.html
